#    iter       q 
     0 1.8594603015
  5173 1.7826575784e+00 5.6280666272e-03
  5175 1.7815240884e+00 5.6167310294e-03
  5177 1.7810393517e+00 5.6054180800e-03
  5179 1.7810393517e+00 5.5941277340e-03
  5181 1.7846588222e+00 5.5828599461e-03
  5183 1.7846588222e+00 5.5716146712e-03
  5185 1.7846588222e+00 5.5603918645e-03
  5187 1.7846588222e+00 5.5491914809e-03
  5189 1.7907149004e+00 5.5380134757e-03
  5191 1.7907149004e+00 5.5268578041e-03
  5193 1.7907149004e+00 5.5157244216e-03
  5195 1.7907149004e+00 5.5046132836e-03
  5197 1.7908371262e+00 5.4935243457e-03
  5199 1.7908371262e+00 5.4824575635e-03
  5201 1.7908592770e+00 5.4714128928e-03
  5203 1.7908371262e+00 5.4603902893e-03
  5205 1.7901414118e+00 5.4493897090e-03
  5207 1.7915515962e+00 5.4384111078e-03
  5209 1.7887278642e+00 5.4274544419e-03
  5211 1.7894231851e+00 5.4165196675e-03
  5213 1.7894231851e+00 5.4056067407e-03
  5215 1.7894231851e+00 5.3947156180e-03
  5217 1.7894231851e+00 5.3838462558e-03
  5219 1.7894231851e+00 5.3729986106e-03
  5221 1.7894231851e+00 5.3621726389e-03
  5223 1.7891623436e+00 5.3513682976e-03
  5225 1.7891623436e+00 5.3405855434e-03
  5227 1.7891623436e+00 5.3298243331e-03
  5229 1.7893178783e+00 5.3190846238e-03
  5231 1.7893178783e+00 5.3083663724e-03
  5233 1.7887120560e+00 5.2976695360e-03
  5235 1.7884788562e+00 5.2869940720e-03
  5237 1.7884788562e+00 5.2763399376e-03
  5239 1.7882178161e+00 5.2657070901e-03
  5241 1.7882178161e+00 5.2550954871e-03
  5243 1.7845960083e+00 5.2445050860e-03
  5245 1.7845960083e+00 5.2339358447e-03
  5247 1.7845960083e+00 5.2233877206e-03
  5249 1.7895020204e+00 5.2128606718e-03
  5251 1.7908199750e+00 5.2023546560e-03
  5253 1.7908199750e+00 5.1918696312e-03
  5255 1.7915917089e+00 5.1814055555e-03
  5257 1.7915917089e+00 5.1709623871e-03
  5259 1.7915917089e+00 5.1605400841e-03
  5261 1.7938679912e+00 5.1501386049e-03
  5263 1.7915917089e+00 5.1397579078e-03
  5265 1.7915917089e+00 5.1293979515e-03
  5267 1.7915917089e+00 5.1190586943e-03
  5269 1.7915917089e+00 5.1087400949e-03
  5271 1.7850537341e+00 5.0984421122e-03
  5273 1.7850537341e+00 5.0881647048e-03
  5275 1.7850537341e+00 5.0779078317e-03
  5277 1.7850537341e+00 5.0676714519e-03
  5279 1.7850537341e+00 5.0574555243e-03
  5281 1.7850537341e+00 5.0472600082e-03
  5283 1.7876172682e+00 5.0370848627e-03
  5285 1.7876172682e+00 5.0269300472e-03
  5287 1.7876172682e+00 5.0167955210e-03
  5289 1.7905633776e+00 5.0066812437e-03
  5291 1.7905633776e+00 4.9965871746e-03
  5293 1.7921285011e+00 4.9865132736e-03
  5295 1.7921285011e+00 4.9764595002e-03
  5297 1.7921285011e+00 4.9664258142e-03
  5299 1.7901265392e+00 4.9564121756e-03
  5301 1.7901265392e+00 4.9464185442e-03
  5303 1.8075395130e+00 4.9364448801e-03
  5305 1.8075395130e+00 4.9264911434e-03
  5307 1.8082110599e+00 4.9165572943e-03
  5309 1.8082110599e+00 4.9066432931e-03
  5311 1.8082110599e+00 4.8967491000e-03
  5313 1.8082110599e+00 4.8868746755e-03
  5315 1.8082110599e+00 4.8770199802e-03
  5317 1.8067513578e+00 4.8671849745e-03
  5319 1.8067513578e+00 4.8573696192e-03
  5321 1.8078904810e+00 4.8475738750e-03
  5323 1.8078904810e+00 4.8377977027e-03
  5325 1.8086795257e+00 4.8280410632e-03
  5327 1.8089361795e+00 4.8183039175e-03
  5329 1.8094108267e+00 4.8085862266e-03
  5331 1.8094108267e+00 4.7988879517e-03
  5333 1.8094108267e+00 4.7892090539e-03
  5335 1.8094108267e+00 4.7795494946e-03
  5337 1.8094108267e+00 4.7699092351e-03
  5339 1.8094108267e+00 4.7602882368e-03
  5341 1.8011487402e+00 4.7506864614e-03
  5343 1.8011487402e+00 4.7411038702e-03
  5345 1.8011487402e+00 4.7315404252e-03
  5347 1.8011487402e+00 4.7219960878e-03
  5349 1.8008904306e+00 4.7124708201e-03
  5351 1.8008700212e+00 4.7029645839e-03
  5353 1.8008700212e+00 4.6934773412e-03
  5355 1.8008700212e+00 4.6840090539e-03
  5357 1.8008700212e+00 4.6745596844e-03
  5359 1.8014127760e+00 4.6651291947e-03
  5361 1.8014127760e+00 4.6557175471e-03
  5363 1.8014127760e+00 4.6463247040e-03
  5365 1.8014127760e+00 4.6369506278e-03
  5367 1.7954233815e+00 4.6275952810e-03
  5369 1.7854670279e+00 4.6182586262e-03
  5371 1.7854670279e+00 4.6089406261e-03
  5373 1.7854249623e+00 4.5996412433e-03
  5375 1.7854249623e+00 4.5903604408e-03
  5377 1.7854249623e+00 4.5810981813e-03
  5379 1.7839351259e+00 4.5718544278e-03
  5381 1.7839351259e+00 4.5626291433e-03
  5383 1.7839351259e+00 4.5534222909e-03
  5385 1.7839351259e+00 4.5442338339e-03
  5387 1.7839351259e+00 4.5350637354e-03
  5389 1.7839351259e+00 4.5259119588e-03
  5391 1.7839351259e+00 4.5167784674e-03
  5393 1.7854249623e+00 4.5076632248e-03
  5395 1.7859876374e+00 4.4985661944e-03
  5397 1.7859876374e+00 4.4894873399e-03
  5399 1.7859876374e+00 4.4804266250e-03
  5401 1.7859876374e+00 4.4713840134e-03
  5403 1.7859876374e+00 4.4623594689e-03
  5405 1.7862066727e+00 4.4533529555e-03
  5407 1.7862066727e+00 4.4443644371e-03
  5409 1.7862066727e+00 4.4353938778e-03
  5411 1.7862066727e+00 4.4264412417e-03
  5413 1.8010674185e+00 4.4175064930e-03
  5415 1.7984104684e+00 4.4085895959e-03
  5417 1.7986670744e+00 4.3996905147e-03
  5419 1.7899221284e+00 4.3908092140e-03
  5421 1.7896662015e+00 4.3819456581e-03
  5423 1.7896662015e+00 4.3730998116e-03
  5425 1.7896662015e+00 4.3642716391e-03
  5427 1.7896662015e+00 4.3554611053e-03
  5429 1.7919465378e+00 4.3466681750e-03
  5431 1.7914035401e+00 4.3378928129e-03
  5433 1.7914035401e+00 4.3291349841e-03
  5435 1.7890133018e+00 4.3203946534e-03
  5437 1.7931085483e+00 4.3116717859e-03
  5439 1.7932313330e+00 4.3029663466e-03
  5441 1.7961494975e+00 4.2942783009e-03
  5443 1.7946184250e+00 4.2856076139e-03
  5445 1.7946184250e+00 4.2769542509e-03
  5447 1.7946184250e+00 4.2683181774e-03
  5449 1.7946184250e+00 4.2596993588e-03
  5451 1.8049317549e+00 4.2510977605e-03
  5453 1.8049317549e+00 4.2425133483e-03
  5455 1.8049317549e+00 4.2339460877e-03
  5457 1.7979319356e+00 4.2253959446e-03
  5459 1.7979319356e+00 4.2168628846e-03
  5461 1.7978422109e+00 4.2083468737e-03
  5463 1.7978422109e+00 4.1998478778e-03
  5465 1.7978422109e+00 4.1913658629e-03
  5467 1.7978422109e+00 4.1829007951e-03
  5469 1.7979319356e+00 4.1744526405e-03
  5471 1.7976792639e+00 4.1660213653e-03
  5473 1.7976792639e+00 4.1576069358e-03
  5475 1.7976792639e+00 4.1492093184e-03
  5477 1.7976792639e+00 4.1408284794e-03
  5479 1.7976792639e+00 4.1324643854e-03
  5481 1.7969762363e+00 4.1241170028e-03
  5483 1.7969762363e+00 4.1157862983e-03
  5485 1.7969762363e+00 4.1074722385e-03
  5487 1.7975222784e+00 4.0991747903e-03
  5489 1.7973761099e+00 4.0908939203e-03
  5491 1.8009320098e+00 4.0826295956e-03
  5493 1.8016797786e+00 4.0743817830e-03
  5495 1.8031677777e+00 4.0661504495e-03
  5497 1.8034205735e+00 4.0579355623e-03
  5499 1.8034205735e+00 4.0497370884e-03
  5501 1.8034205735e+00 4.0415549950e-03
  5503 1.8034205735e+00 4.0333892495e-03
  5505 1.8034205735e+00 4.0252398192e-03
  5507 1.8034205735e+00 4.0171066714e-03
  5509 1.8034205735e+00 4.0089897737e-03
  5511 1.8050760028e+00 4.0008890935e-03
  5513 1.8050760028e+00 3.9928045986e-03
  5515 1.8045298684e+00 3.9847362564e-03
  5517 1.8017698067e+00 3.9766840348e-03
  5519 1.8015172056e+00 3.9686479016e-03
  5521 1.8015172056e+00 3.9606278246e-03
  5523 1.8015172056e+00 3.9526237716e-03
  5525 1.7979199575e+00 3.9446357108e-03
  5527 1.7979199575e+00 3.9366636102e-03
  5529 1.7979199575e+00 3.9287074378e-03
  5531 1.7979199575e+00 3.9207671619e-03
  5533 1.7979199575e+00 3.9128427506e-03
  5535 1.7979199575e+00 3.9049341724e-03
  5537 1.7979199575e+00 3.8970413954e-03
  5539 1.7974535547e+00 3.8891643883e-03
  5541 1.7974535547e+00 3.8813031194e-03
  5543 1.7974535547e+00 3.8734575574e-03
  5545 1.7974535547e+00 3.8656276708e-03
  5547 1.7974535547e+00 3.8578134283e-03
  5549 1.7942162777e+00 3.8500147987e-03
  5551 1.7927304349e+00 3.8422317508e-03
  5553 1.8011837385e+00 3.8344642534e-03
  5555 1.8016469687e+00 3.8267122754e-03
  5557 1.8016469687e+00 3.8189757860e-03
  5559 1.8016469687e+00 3.8112547540e-03
  5561 1.8016469687e+00 3.8035491487e-03
  5563 1.8009904814e+00 3.7958589392e-03
  5565 1.8009904814e+00 3.7881840947e-03
  5567 1.8096854643e+00 3.7805245846e-03
  5569 1.8096854643e+00 3.7728803782e-03
  5571 1.8096854643e+00 3.7652514450e-03
  5573 1.8096854643e+00 3.7576377543e-03
  5575 1.8096854643e+00 3.7500392759e-03
  5577 1.8096854643e+00 3.7424559791e-03
  5579 1.8096854643e+00 3.7348878339e-03
  5581 1.8092204298e+00 3.7273348098e-03
  5583 1.8092204298e+00 3.7197968766e-03
  5585 1.8108705869e+00 3.7122740043e-03
  5587 1.8108705869e+00 3.7047661626e-03
  5589 1.8108705869e+00 3.6972733216e-03
  5591 1.8108705869e+00 3.6897954514e-03
  5593 1.8138741320e+00 3.6823325219e-03
  5595 1.8148848869e+00 3.6748845034e-03
  5597 1.8163682753e+00 3.6674513660e-03
  5599 1.8157068285e+00 3.6600330801e-03
  5601 1.8159383352e+00 3.6526296158e-03
  5603 1.8159383352e+00 3.6452409438e-03
  5605 1.8159383352e+00 3.6378670343e-03
  5607 1.8159383352e+00 3.6305078578e-03
  5609 1.8159383352e+00 3.6231633851e-03
  5611 1.8159383352e+00 3.6158335866e-03
  5613 1.8151156502e+00 3.6085184330e-03
  5615 1.8151156502e+00 3.6012178951e-03
  5617 1.8151156502e+00 3.5939319437e-03
  5619 1.8166368273e+00 3.5866605497e-03
  5621 1.8166368273e+00 3.5794036839e-03
  5623 1.8166368273e+00 3.5721613173e-03
  5625 1.8036237727e+00 3.5649334210e-03
  5627 1.8064687504e+00 3.5577199660e-03
  5629 1.8064687504e+00 3.5505209236e-03
  5631 1.8064687504e+00 3.5433362648e-03
  5633 1.8066978057e+00 3.5361659610e-03
  5635 1.8066978057e+00 3.5290099834e-03
  5637 1.8066978057e+00 3.5218683035e-03
  5639 1.8066978057e+00 3.5147408927e-03
  5641 1.8066978057e+00 3.5076277225e-03
  5643 1.8066978057e+00 3.5005287644e-03
  5645 1.8066978057e+00 3.4934439900e-03
  5647 1.8057990601e+00 3.4863733710e-03
  5649 1.8057990601e+00 3.4793168792e-03
  5651 1.8057990601e+00 3.4722744862e-03
  5653 1.8064555896e+00 3.4652461639e-03
  5655 1.8069183629e+00 3.4582318842e-03
  5657 1.8069183629e+00 3.4512316190e-03
  5659 1.8069183629e+00 3.4442453404e-03
  5661 1.8069183629e+00 3.4372730204e-03
  5663 1.8059751539e+00 3.4303146311e-03
  5665 1.8059751539e+00 3.4233701446e-03
  5667 1.8059751539e+00 3.4164395333e-03
  5669 1.8008339712e+00 3.4095227693e-03
  5671 1.8008208571e+00 3.4026198250e-03
  5673 1.8008208571e+00 3.3957306729e-03
  5675 1.8008208571e+00 3.3888552852e-03
  5677 1.8008208571e+00 3.3819936346e-03
  5679 1.8008208571e+00 3.3751456936e-03
  5681 1.8008208571e+00 3.3683114347e-03
  5683 1.7993390458e+00 3.3614908308e-03
  5685 1.7993390458e+00 3.3546838544e-03
  5687 1.7993390458e+00 3.3478904783e-03
  5689 1.7993390458e+00 3.3411106754e-03
  5691 1.7993390458e+00 3.3343444186e-03
  5693 1.7983169891e+00 3.3275916808e-03
  5695 1.7983169891e+00 3.3208524349e-03
  5697 1.7985688429e+00 3.3141266541e-03
  5699 1.7985688429e+00 3.3074143114e-03
  5701 1.7985688429e+00 3.3007153800e-03
  5703 1.7985688429e+00 3.2940298330e-03
  5705 1.7985688429e+00 3.2873576438e-03
  5707 1.7985688429e+00 3.2806987856e-03
  5709 1.7979109281e+00 3.2740532318e-03
  5711 1.7979109281e+00 3.2674209558e-03
  5713 1.7979109281e+00 3.2608019312e-03
  5715 1.7979109281e+00 3.2541961313e-03
  5717 1.7971223211e+00 3.2476035299e-03
  5719 1.7971223211e+00 3.2410241004e-03
  5721 1.7971223211e+00 3.2344578167e-03
  5723 1.7968608001e+00 3.2279046525e-03
  5725 1.7968608001e+00 3.2213645814e-03
  5727 1.7968608001e+00 3.2148375775e-03
  5729 1.7968608001e+00 3.2083236145e-03
  5731 1.7968608001e+00 3.2018226664e-03
  5733 1.7968608001e+00 3.1953347072e-03
  5735 1.7968608001e+00 3.1888597109e-03
  5737 1.7968608001e+00 3.1823976517e-03
  5739 1.7968608001e+00 3.1759485038e-03
  5741 1.7973671315e+00 3.1695122412e-03
  5743 1.7983080008e+00 3.1630888383e-03
  5745 1.7983080008e+00 3.1566782693e-03
  5747 1.7980803486e+00 3.1502805087e-03
  5749 1.8016377805e+00 3.1438955308e-03
  5751 1.8018652696e+00 3.1375233101e-03
  5753 1.8043579346e+00 3.1311638211e-03
  5755 1.8043579346e+00 3.1248170384e-03
  5757 1.8094648649e+00 3.1184829365e-03
  5759 1.8153579133e+00 3.1121614902e-03
  5761 1.8153579133e+00 3.1058526742e-03
  5763 1.8153579133e+00 3.0995564632e-03
  5765 1.8148236845e+00 3.0932728320e-03
  5767 1.8154882321e+00 3.0870017555e-03
  5769 1.8149809946e+00 3.0807432086e-03
  5771 1.8149809946e+00 3.0744971664e-03
  5773 1.8281961730e+00 3.0682636037e-03
  5775 1.8281961730e+00 3.0620424957e-03
  5777 1.8281961730e+00 3.0558338175e-03
  5779 1.8281961730e+00 3.0496375442e-03
  5781 1.8281961730e+00 3.0434536511e-03
  5783 1.8281961730e+00 3.0372821134e-03
  5785 1.8314801071e+00 3.0311229064e-03
  5787 1.8314801071e+00 3.0249760056e-03
  5789 1.8320156939e+00 3.0188413862e-03
  5791 1.8320156939e+00 3.0127190239e-03
  5793 1.8314801071e+00 3.0066088940e-03
  5795 1.8308118215e+00 3.0005109722e-03
  5797 1.8308118215e+00 2.9944252341e-03
  5799 1.8295196327e+00 2.9883516552e-03
  5801 1.8295196327e+00 2.9822902114e-03
  5803 1.8321932163e+00 2.9762408783e-03
  5805 1.8321932163e+00 2.9702036318e-03
  5807 1.8327682668e+00 2.9641784478e-03
  5809 1.8327682668e+00 2.9581653021e-03
  5811 1.8327682668e+00 2.9521641706e-03
  5813 1.8328214184e+00 2.9461750294e-03
  5815 1.8328214184e+00 2.9401978546e-03
  5817 1.8328214184e+00 2.9342326221e-03
  5819 1.8328214184e+00 2.9282793082e-03
  5821 1.8333694915e+00 2.9223378890e-03
  5823 1.8323858360e+00 2.9164083407e-03
  5825 1.8323327038e+00 2.9104906397e-03
  5827 1.8323327038e+00 2.9045847623e-03
  5829 1.8323327038e+00 2.8986906848e-03
  5831 1.8311930823e+00 2.8928083838e-03
  5833 1.8296686926e+00 2.8869378355e-03
  5835 1.8292030771e+00 2.8810790166e-03
  5837 1.8292030771e+00 2.8752319037e-03
  5839 1.8292030771e+00 2.8693964733e-03
  5841 1.8292030771e+00 2.8635727020e-03
  5843 1.8361115912e+00 2.8577605667e-03
  5845 1.8365744528e+00 2.8519600441e-03
  5847 1.8365744528e+00 2.8461711109e-03
  5849 1.8363638301e+00 2.8403937440e-03
  5851 1.8384225720e+00 2.8346279202e-03
  5853 1.8384225720e+00 2.8288736166e-03
  5855 1.8384225720e+00 2.8231308101e-03
  5857 1.8384225720e+00 2.8173994778e-03
  5859 1.8384225720e+00 2.8116795966e-03
  5861 1.8384225720e+00 2.8059711438e-03
  5863 1.8384225720e+00 2.8002740965e-03
  5865 1.8384225720e+00 2.7945884319e-03
  5867 1.8359331741e+00 2.7889141272e-03
  5869 1.8359331741e+00 2.7832511598e-03
  5871 1.8359331741e+00 2.7775995071e-03
  5873 1.8359331741e+00 2.7719591463e-03
  5875 1.8359331741e+00 2.7663300550e-03
  5877 1.8359331741e+00 2.7607122106e-03
  5879 1.8354689266e+00 2.7551055907e-03
  5881 1.8354689266e+00 2.7495101728e-03
  5883 1.8354689266e+00 2.7439259346e-03
  5885 1.8354689266e+00 2.7383528537e-03
  5887 1.8363693748e+00 2.7327909078e-03
  5889 1.8368332472e+00 2.7272400747e-03
  5891 1.8368332472e+00 2.7217003322e-03
  5893 1.8363393610e+00 2.7161716580e-03
  5895 1.8363393610e+00 2.7106540302e-03
  5897 1.8363393610e+00 2.7051474266e-03
  5899 1.8363393610e+00 2.6996518252e-03
  5901 1.8434796717e+00 2.6941672040e-03
  5903 1.8434796717e+00 2.6886935411e-03
  5905 1.8442625132e+00 2.6832308146e-03
  5907 1.8449681625e+00 2.6777790026e-03
  5909 1.8449681625e+00 2.6723380834e-03
  5911 1.8473770391e+00 2.6669080351e-03
  5913 1.8485238776e+00 2.6614888360e-03
  5915 1.8485238776e+00 2.6560804645e-03
  5917 1.8485238776e+00 2.6506828990e-03
  5919 1.8485238776e+00 2.6452961178e-03
  5921 1.8485238776e+00 2.6399200994e-03
  5923 1.8485238776e+00 2.6345548223e-03
  5925 1.8485238776e+00 2.6292002650e-03
  5927 1.8487345231e+00 2.6238564061e-03
  5929 1.8487345231e+00 2.6185232243e-03
  5931 1.8487345231e+00 2.6132006981e-03
  5933 1.8487345231e+00 2.6078888064e-03
  5935 1.8487345231e+00 2.6025875279e-03
  5937 1.8487345231e+00 2.5972968413e-03
  5939 1.8487345231e+00 2.5920167255e-03
  5941 1.8487345231e+00 2.5867471594e-03
  5943 1.8487345231e+00 2.5814881219e-03
  5945 1.8460674590e+00 2.5762395919e-03
  5947 1.8460674590e+00 2.5710015486e-03
  5949 1.8449211375e+00 2.5657739708e-03
  5951 1.8449211375e+00 2.5605568377e-03
  5953 1.8449211375e+00 2.5553501285e-03
  5955 1.8449211375e+00 2.5501538223e-03
  5957 1.8460624239e+00 2.5449678984e-03
  5959 1.8460624239e+00 2.5397923359e-03
  5961 1.8460624239e+00 2.5346271142e-03
  5963 1.8445124760e+00 2.5294722126e-03
  5965 1.8445124760e+00 2.5243276105e-03
  5967 1.8445124760e+00 2.5191932873e-03
  5969 1.8445124760e+00 2.5140692225e-03
  5971 1.8445124760e+00 2.5089553956e-03
  5973 1.8445124760e+00 2.5038517862e-03
  5975 1.8445124760e+00 2.4987583737e-03
  5977 1.8445124760e+00 2.4936751379e-03
  5979 1.8445124760e+00 2.4886020584e-03
  5981 1.8445124760e+00 2.4835391150e-03
  5983 1.8445124760e+00 2.4784862873e-03
  5985 1.8445124760e+00 2.4734435551e-03
  5987 1.8447729402e+00 2.4684108984e-03
  5989 1.8447729402e+00 2.4633882969e-03
  5991 1.8445615887e+00 2.4583757305e-03
  5993 1.8447729402e+00 2.4533731793e-03
  5995 1.8447729402e+00 2.4483806232e-03
  5997 1.8439899611e+00 2.4433980422e-03
  5999 1.8438163745e+00 2.4384254164e-03
  6001 1.8438163745e+00 2.4334627259e-03
  6003 1.8438163745e+00 2.4285099509e-03
  6005 1.8438163745e+00 2.4235670716e-03
  6007 1.8438163745e+00 2.4186340681e-03
  6009 1.8438163745e+00 2.4137109208e-03
  6011 1.8438163745e+00 2.4087976099e-03
  6013 1.8438163745e+00 2.4038941158e-03
  6015 1.8438163745e+00 2.3990004189e-03
  6017 1.8438163745e+00 2.3941164997e-03
  6019 1.8438163745e+00 2.3892423385e-03
  6021 1.8439899611e+00 2.3843779159e-03
  6023 1.8439899611e+00 2.3795232124e-03
  6025 1.8439899611e+00 2.3746782086e-03
  6027 1.8439899611e+00 2.3698428851e-03
  6029 1.8439899611e+00 2.3650172226e-03
  6031 1.8439899611e+00 2.3602012018e-03
  6033 1.8439899611e+00 2.3553948034e-03
  6035 1.8439899611e+00 2.3505980082e-03
  6037 1.8439899611e+00 2.3458107971e-03
  6039 1.8439899611e+00 2.3410331507e-03
  6041 1.8439899611e+00 2.3362650501e-03
  6043 1.8442416382e+00 2.3315064762e-03
  6045 1.8442416382e+00 2.3267574099e-03
  6047 1.8442416382e+00 2.3220178323e-03
  6049 1.8436929227e+00 2.3172877243e-03
  6051 1.8436929227e+00 2.3125670671e-03
  6053 1.8436929227e+00 2.3078558418e-03
  6055 1.8436929227e+00 2.3031540295e-03
  6057 1.8436929227e+00 2.2984616114e-03
  6059 1.8436929227e+00 2.2937785688e-03
  6061 1.8446776048e+00 2.2891048830e-03
  6063 1.8446776048e+00 2.2844405351e-03
  6065 1.8462274367e+00 2.2797855067e-03
  6067 1.8462274367e+00 2.2751397789e-03
  6069 1.8462274367e+00 2.2705033334e-03
  6071 1.8462274367e+00 2.2658761515e-03
  6073 1.8462274367e+00 2.2612582146e-03
  6075 1.8451326407e+00 2.2566495045e-03
  6077 1.8441475841e+00 2.2520500025e-03
  6079 1.8441475841e+00 2.2474596904e-03
  6081 1.8441475841e+00 2.2428785497e-03
  6083 1.8441475841e+00 2.2383065621e-03
  6085 1.8441475841e+00 2.2337437094e-03
  6087 1.8441475841e+00 2.2291899732e-03
  6089 1.8441475841e+00 2.2246453355e-03
  6091 1.8455239476e+00 2.2201097779e-03
  6093 1.8452541870e+00 2.2155832823e-03
  6095 1.8452541870e+00 2.2110658308e-03
  6097 1.8452541870e+00 2.2065574050e-03
  6099 1.8452541870e+00 2.2020579872e-03
  6101 1.8462392713e+00 2.1975675591e-03
  6103 1.8462392713e+00 2.1930861030e-03
  6105 1.8462206810e+00 2.1886136008e-03
  6107 1.8462206810e+00 2.1841500347e-03
  6109 1.8462206810e+00 2.1796953867e-03
  6111 1.8462206810e+00 2.1752496392e-03
  6113 1.8462206810e+00 2.1708127743e-03
  6115 1.8462206810e+00 2.1663847742e-03
  6117 1.8450790790e+00 2.1619656213e-03
  6119 1.8450790790e+00 2.1575552979e-03
  6121 1.8450790790e+00 2.1531537863e-03
  6123 1.8450790790e+00 2.1487610689e-03
  6125 1.8450790790e+00 2.1443771282e-03
  6127 1.8414300526e+00 2.1400019466e-03
  6129 1.8414300526e+00 2.1356355066e-03
  6131 1.8424848613e+00 2.1312777908e-03
  6133 1.8424848613e+00 2.1269287817e-03
  6135 1.8451493375e+00 2.1225884619e-03
  6137 1.8451493375e+00 2.1182568141e-03
  6139 1.8451493375e+00 2.1139338209e-03
  6141 1.8457224999e+00 2.1096194651e-03
  6143 1.8457224999e+00 2.1053137294e-03
  6145 1.8457224999e+00 2.1010165965e-03
  6147 1.8457224999e+00 2.0967280493e-03
  6149 1.8457224999e+00 2.0924480706e-03
  6151 1.8457224999e+00 2.0881766433e-03
  6153 1.8457224999e+00 2.0839137504e-03
  6155 1.8457224999e+00 2.0796593747e-03
  6157 1.8457224999e+00 2.0754134993e-03
  6159 1.8455123110e+00 2.0711761071e-03
  6161 1.8455123110e+00 2.0669471812e-03
  6163 1.8455123110e+00 2.0627267048e-03
  6165 1.8455123110e+00 2.0585146608e-03
  6167 1.8455123110e+00 2.0543110325e-03
  6169 1.8463038685e+00 2.0501158031e-03
  6171 1.8463038685e+00 2.0459289558e-03
  6173 1.8463038685e+00 2.0417504738e-03
  6175 1.8463038685e+00 2.0375803404e-03
  6177 1.8463038685e+00 2.0334185389e-03
  6179 1.8463038685e+00 2.0292650527e-03
  6181 1.8458014519e+00 2.0251198652e-03
  6183 1.8458014519e+00 2.0209829597e-03
  6185 1.8458014519e+00 2.0168543199e-03
  6187 1.8458014519e+00 2.0127339290e-03
  6189 1.8430953465e+00 2.0086217707e-03
  6191 1.8430953465e+00 2.0045178285e-03
  6193 1.8415461140e+00 2.0004220860e-03
  6195 1.8415461140e+00 1.9963345267e-03
  6197 1.8424090186e+00 1.9922551344e-03
  6199 1.8424090186e+00 1.9881838928e-03
  6201 1.8424090186e+00 1.9841207855e-03
  6203 1.8424090186e+00 1.9800657963e-03
  6205 1.8417032694e+00 1.9760189089e-03
  6207 1.8417032694e+00 1.9719801073e-03
  6209 1.8414516980e+00 1.9679493752e-03
  6211 1.8414516980e+00 1.9639266964e-03
  6213 1.8414516980e+00 1.9599120550e-03
  6215 1.8400762572e+00 1.9559054349e-03
  6217 1.8400762572e+00 1.9519068200e-03
  6219 1.8400762572e+00 1.9479161943e-03
  6221 1.8400762572e+00 1.9439335419e-03
  6223 1.8400762572e+00 1.9399588469e-03
  6225 1.8400762572e+00 1.9359920933e-03
  6227 1.8400762572e+00 1.9320332653e-03
  6229 1.8400762572e+00 1.9280823470e-03
  6231 1.8400762572e+00 1.9241393227e-03
  6233 1.8400762572e+00 1.9202041765e-03
  6235 1.8400762572e+00 1.9162768928e-03
  6237 1.8400940935e+00 1.9123574557e-03
  6239 1.8403054626e+00 1.9084458497e-03
  6241 1.8403054626e+00 1.9045420592e-03
  6243 1.8403054626e+00 1.9006460683e-03
  6245 1.8403054626e+00 1.8967578617e-03
  6247 1.8403582046e+00 1.8928774238e-03
  6249 1.8403582046e+00 1.8890047389e-03
  6251 1.8403582046e+00 1.8851397917e-03
  6253 1.8408666175e+00 1.8812825666e-03
  6255 1.8408666175e+00 1.8774330483e-03
  6257 1.8408666175e+00 1.8735912213e-03
  6259 1.8408666175e+00 1.8697570703e-03
  6261 1.8408666175e+00 1.8659305800e-03
  6263 1.8401201693e+00 1.8621117350e-03
  6265 1.8401201693e+00 1.8583005200e-03
  6267 1.8403896137e+00 1.8544969198e-03
  6269 1.8403896137e+00 1.8507009193e-03
  6271 1.8403896137e+00 1.8469125031e-03
  6273 1.8403896137e+00 1.8431316563e-03
  6275 1.8403896137e+00 1.8393583635e-03
  6277 1.8403896137e+00 1.8355926098e-03
  6279 1.8403896137e+00 1.8318343801e-03
  6281 1.8418317326e+00 1.8280836593e-03
  6283 1.8418317326e+00 1.8243404325e-03
  6285 1.8418317326e+00 1.8206046846e-03
  6287 1.8418317326e+00 1.8168764008e-03
  6289 1.8426306583e+00 1.8131555661e-03
  6291 1.8426306583e+00 1.8094421656e-03
  6293 1.8426306583e+00 1.8057361845e-03
  6295 1.8426306583e+00 1.8020376080e-03
  6297 1.8415353004e+00 1.7983464212e-03
  6299 1.8415353004e+00 1.7946626094e-03
  6301 1.8415353004e+00 1.7909861579e-03
  6303 1.8415353004e+00 1.7873170519e-03
  6305 1.8415353004e+00 1.7836552769e-03
  6307 1.8415353004e+00 1.7800008180e-03
  6309 1.8415353004e+00 1.7763536607e-03
  6311 1.8415353004e+00 1.7727137905e-03
  6313 1.8415353004e+00 1.7690811928e-03
  6315 1.8415353004e+00 1.7654558530e-03
  6317 1.8415353004e+00 1.7618377566e-03
  6319 1.8415353004e+00 1.7582268891e-03
  6321 1.8415353004e+00 1.7546232362e-03
  6323 1.8415353004e+00 1.7510267834e-03
  6325 1.8415353004e+00 1.7474375164e-03
  6327 1.8415353004e+00 1.7438554206e-03
  6329 1.8415353004e+00 1.7402804819e-03
  6331 1.8415353004e+00 1.7367126860e-03
  6333 1.8415353004e+00 1.7331520185e-03
  6335 1.8415353004e+00 1.7295984652e-03
